id,Volume,vol_link,title,authors,Details,Pdf link,vol_link,Addition url,date,data of the conference,conference_name,conference_name_long,Place,editors,id,abs_link,abstracts
1497,39,http://jmlr.csail.mit.edu/proceedings/papers/v39/,Efficient Sample Mining for Object Detection,"Olivier Canevet, Francois Fleuret",none,http://jmlr.csail.mit.edu/proceedings/papers/v39/canevet14a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v39/,,16th February 2015,26-28 November 2014,ACML 2014 Proceedings,6th Asian Conference on Machine Learning ,"Nha Trang city, Vietnam ","Dinh Phung, Hang Li",v39_canevet14a,http://jmlr.csail.mit.edu/proceedings/papers/v39/canevet14a.html,"Object detectors based on the sliding window technique are usually trained in two successive steps: first, an initial classifier is trained on a population of positive samples (i.e. images of the object to detect) and negative samples randomly extracted from scenes which do not contain the object to detect. Then, the scenes are scanned with that initial classifier to enrich the initial set with negative samples incorrectly classified as positive. This bootstrapping process provides the learning algorithm with –hard” samples, which help to improve the decision boundary. Little work has been done on how to efficiently enrich the training set. While the standard bootstrapping approach densely visits the scenes, we propose to evaluate which regions of scenes can be discarded without any further computation to concentrate the search on promising areas. We apply our method to two standard object detection settings, pedestrian and face detection, and show that it provides a multi-fold speed up."
1498,35,http://jmlr.csail.mit.edu/proceedings/papers/v35/,Volumetric Spanners: an Efficient Exploration Basis for Learning,"Elad Hazan, Zohar Karnin, Raghu Meka","JMLR W&CP 35 :408-422, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v35/hazan14b.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v35/,,29th of May 2014 ,"June 13-15, 2014",COLT 2014 Proceedings,27th Annual Conference on Learning Theory,"Barcelona, Spain","Maria Florina Balcan, Vitaly Feldman, Csaba SzepesvÕçri",v35_hazan14b,http://jmlr.csail.mit.edu/proceedings/papers/v35/hazan14b.html,"Numerous machine learning problems require an exploration basis - a mechanism to explore the action space. We define a novel geometric notion of exploration basis with low variance called volumetric spanners, and give efficient algorithms to construct such bases. We show how efficient volumetric spanners give rise to an efficient and near-optimal regret algorithm for bandit linear optimization over general convex sets. Previously such results were known only for specific convex sets, or under special conditions such as the existence of an efficient self-concordant barrier for the underlying set."
1499,37,http://jmlr.csail.mit.edu/proceedings/papers/v37/,Safe Subspace Screening for Nuclear Norm Regularized Least Squares Problems,"Qiang Zhou, Qi Zhao",none,http://jmlr.csail.mit.edu/proceedings/papers/v37/zhoua15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v37/,http://jmlr.csail.mit.edu/proceedings/papers/v37/zhoua15-supp.pdf,1st June 2015,"Jul 6, 2015 - Jul 11, 2015 ",ICML 2015 Proceedings,International Conference on Machine Learning 2015,"Lille, France","Francis Bach, David Blei",v37_zhoua15,http://jmlr.csail.mit.edu/proceedings/papers/v37/zhoua15.html,"Nuclear norm regularization has been shown very promising for pursing a low rank matrix solution in various machine learning problems. Many efforts have been devoted to develop efficient algorithms for solving the optimization problem in nuclear norm regularization. Solving it for large-scale matrix variables, however, is still a challenging task since the complexity grows fast with the size of matrix variable. In this work, we propose a novel method called safe subspace screening (SSS), to improve the efficiency of the solver for nuclear norm regularized least squares problems. Motivated by the fact that the low rank solution can be represented by a few subspaces, the proposed method accurately discards a predominant percentage of inactive subspaces prior to solving the problem to reduce problem size. Consequently, a much smaller problem is required to solve, making it more efficient than optimizing the original problem. The proposed SSS is safe, in that its solution is identical to the solution from the solver. In addition, the proposed SSS can be used together with any existing nuclear norm solver since it is independent of the solver. Extensive results on several synthetic and real data sets show that the proposed SSS is very effective in inactive subspace screening."
1500,5,http://jmlr.csail.mit.edu/proceedings/papers/v5/,Relative Novelty Detection,"Alex Smola, Le Song, Choon Hui Teo","5:536-543, 2009.",http://jmlr.csail.mit.edu/proceedings/papers/v5/smola09a/smola09a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v5/,,15th April 2009,"April 16-18, 2009",AISTATS 2009 Proceedings,Proceedings of the Twelfth International Conference on Artificial Intelligence and Statistics,"Clearwater Beach, Florida ,USA",David van Dyk and Max Welling,v5_smola09a,http://jmlr.csail.mit.edu/proceedings/papers/v5/smola09a.html,Novelty detection is an important tool for unsupervised data analysis. It relies on finding regions of low density within which events are then flagged as novel. By design this is dependent on the underlying measure of the space. In this paper we derive a formulation which is able to address this problem by allowing for a reference measure to be given in the form of a sample from an alternate distribution. We show that this optimization problem can be solved efficiently and that it works well in practice.
1501,33,http://jmlr.csail.mit.edu/proceedings/papers/v33/,Incremental Tree-Based Inference with Dependent Normalized Random Measures,"Juho Lee, Seungjin Choi","JMLR W&CP 33 :558-566, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v33/lee14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v33/,http://jmlr.csail.mit.edu/proceedings/papers/v33/lee14-supp.pdf,2nd of April 2014,"April 22 - April 25, 2014",AISTATS 2014 Proceedings,Seventeenth International Conference on  Artificial Intelligence and Statistics,"Reykjavik, Iceland","Samuel Kaski, Jukka Corander",v33_lee14,http://jmlr.csail.mit.edu/proceedings/papers/v33/lee14.html,"Normalized random measures (NRMs) form a broad class of discrete random measures that are used as priors for Bayesian nonparametric models. Dependent normalized random measures (DNRMs) introduce dependencies in a set of NRMs, to facilitate the handling of data where the assumption of exchangeability is violated. Various methods have been developed to construct DNRMs; of particular interest is mixed normalized random measures (MNRMs), where DNRM is represented as a mixture of underlying shared normalized random measures. Emphasis in existing works is placed on the construction methods of DNRMs, but there is a little work on efficient inference for DNRMs. In this paper, we present a tree-based inference method for MNRM mixture models, extending Bayesian hierarchical clustering (BHC) which was originally developed as a deterministic approximate inference for Dirichlet process mixture (DPM) models. We also present an incremental inference for MNRM mixture models, building a tree incrementally in the sense that the tree structure is partially updated whenever a new data point comes in. The tree, when constructed in such a way, allows us to efficiently perform tree-consistent MAP inference in MRNM mixture models, determining a most probable tree-consistent partition, as well as to compute a marginal likelihood approximately. Numerical experiments on both synthetic and real-world datasets demonstrate the usefulness of our algorithm, compared to MCMC methods."
1502,30,http://jmlr.csail.mit.edu/proceedings/papers/v30/,Opportunistic Strategies for Generalized No-Regret Problems,"Andrey Bernstein, Shie Mannor, Nahum Shimkin",none,http://jmlr.csail.mit.edu/proceedings/papers/v30/Bernstein13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v30/,,13th June 2013,"June 12-14, 2013",COLT 2013,Conference on Learning Theory 2013,"Princeton, NJ, USA",Shai Shalev-Shwartz and Ingo Steinwart,v30_Bernstein13,http://jmlr.csail.mit.edu/proceedings/papers/v30/Bernstein13.html,"No-regret algorithms has played a key role in on-line learning and prediction problems. In this paper, we focus on a generalized no-regret problem with vector-valued rewards, defined in terms of a desired reward set of the agent. For each mixed action q of the opponent, the agent has a set \(R(q)\) where the average reward should reside. In addition, the agent has a response mixed action p which brings the expected reward under these two actions, \(r(p, q)\) , to \(R(q)\) . If a strategy of the agent ensures that the average reward converges to \(R(\bar{q}_n)\) , where \(\bar{q}_n\) is the empirical distribution of the opponentês actions, for any strategy of the opponent, we say that it is a no-regret strategy with respect to \(R(q)\) . The standard no-regret problem is obtained as a special case for scalar rewards and \(R(q)\) = \({r \in R: r \geq r(q)}\) , where \(r(q) = \max_p r(p, q)\) . For this problem, the multifunction \(R(q)\) is convex, and no-regret strategies can be devised. Our main interest in this paper is in cases where this convexity property does not hold. The best that can be guaranteed in general then is the convergence of the average reward to \(R^c(\bar{q}_n)\) , the convex hull of \(R(\bar{q}_n)\) . However, as the game unfolds, it may turn out that the opponentês choices of actions are limited in some way. If these restrictions were known in advance, the agent could possibly ensure convergence of the average reward to some desired subset of \(R^c(\bar{q}_n)\) , or even approach \(R(\bar{q}_n)\) itself. We formulate appropriate goals for opportunistic no-regret strategies, in the sense that they may exploit such limitations on the opponentês action sequence in an on-line manner, without knowing them beforehand. As the main technical tool, we propose a class of approachability algorithms that rely on a calibrated forecast of the opponentês actions, which are opportunistic in the above mentioned sense. As an application, we consider the online no-regret problem with average cost constraints, introduced in Mannor, Tsitsiklis, and Yu (2009), where the best-response-in-hindsight is not generally attainable, but only its convex relaxation. Our proposed algorithm applied to this problem does attain the best-response-in-hindsight if the opponentês play happens to be stationary (either in terms of its mixed actions, or the empirical frequencies of its pure actions)."
1503,40,http://jmlr.csail.mit.edu/proceedings/papers/v40/,Regularized Linear Regression: A Precise Analysis of the Estimation Error,"Christos Thrampoulidis, Samet Oymak, Babak Hassibi",none,http://jmlr.csail.mit.edu/proceedings/papers/v40/Thrampoulidis15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v40/,,26th June 2015,"July 3-6, 2015",COLT 2015 Proceedings,Conference on Learning Theory,"Paris, France","Peter GrÕ_nwald, Elad Hazan, Satyen Kale",v40_Thrampoulidis15,http://jmlr.csail.mit.edu/proceedings/papers/v40/Thrampoulidis15.html,"Non-smooth regularized convex optimization procedures have emerged as a powerful tool to recover structured signals (sparse, low-rank, etc.) from (possibly compressed) noisy linear measurements. We focus on the problem of linear regression and consider a general class of optimization methods that minimize a loss function measuring the misfit of the model to the observations with an added structured-inducing regularization term. Celebrated instances include the LASSO, Group-LASSO, Least-Absolute Deviations method, etc.. We develop a quite general framework for how to determine precise prediction performance guaranties (e.g. mean-square-error) of such methods for the case of Gaussian measurement ensemble. The machinery builds upon Gordonês Gaussian min-max theorem under additional convexity assumptions that arise in many practical applications. This theorem associates with a primary optimization (PO) problem a simplified auxiliary optimization (AO) problem from which we can tightly infer properties of the original (PO), such as the optimal cost, the norm of the optimal solution, etc. Our theory applies to general loss functions and regularization and provides guidelines on how to optimally tune the regularizer coefficient when certain structural properties (such as sparsity level, rank, etc.) are known."
1504,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,On the High Dimensional Power of a Linear-Time Two Sample Test under Mean-shift Alternatives,"Sashank Reddi, Aaditya Ramdas, Barnabas Poczos, Aarti Singh, Larry Wasserman",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/reddi15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,http://jmlr.csail.mit.edu/proceedings/papers/v38/reddi15-supp.pdf,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_reddi15,http://jmlr.csail.mit.edu/proceedings/papers/v38/reddi15.html,"Nonparametric two sample testing deals with the question of consistently deciding if two distributions are different, given samples from both, without making any parametric assumptions about the form of the distributions. The current literature is split into two kinds of tests - those which are consistent without any assumptions about how the distributions may differ ( general alternatives), and those which are designed to specifically test easier alternatives, like a difference in means ( mean-shift alternatives). The main contribution of this paper is to explicitly characterize the power of a popular nonparametric two sample test, designed for general alternatives, under a mean-shift alternative in the high-dimensional setting. Specifically, we explicitly derive the power of the linear-time Maximum Mean Discrepancy statistic using the Gaussian kernel, where the dimension and sample size can both tend to infinity at any rate, and the two distributions differ in their means. As a corollary, we find that if the signal-to-noise ratio is held constant, then the testês power goes to one if the number of samples increases faster than the dimension increases. This is the first explicit power derivation for a general nonparametric test in the high-dimensional setting, and the first analysis of how tests designed for general alternatives perform against easier ones."
1505,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Parallel Markov Chain Monte Carlo for Nonparametric Mixture Models,"Sinead Williamson, Avinava Dubey, Eric Xing",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/williamson13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,http://jmlr.csail.mit.edu/proceedings/papers/v28/williamson13-supp.pdf,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_williamson13,http://jmlr.csail.mit.edu/proceedings/papers/v28/williamson13.html,"Nonparametric mixture models based on the Dirichlet process are an elegant alternative to finite models when the number of underlying components is unknown, but inference in such models can be slow. Existing attempts to parallelize inference in such models have relied on introducing approximations, which can lead to inaccuracies in the posterior estimate. In this paper, we describe auxiliary variable representations for the Dirichlet process and the hierarchical Dirichlet process that allow us to perform MCMC using the correct equilibrium distribution, in a distributed manner. We show that our approach allows scalable inference without the deterioration in estimate quality that accompanies existing methods."
1506,39,http://jmlr.csail.mit.edu/proceedings/papers/v39/,A Fast Hierarchical Alternating Least Squares Algorithm for Orthogonal Nonnegative Matrix Factorization,"Keigo Kimura, Yuzuru Tanaka, Mineichi Kudo",none,http://jmlr.csail.mit.edu/proceedings/papers/v39/kimura14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v39/,,16th February 2015,26-28 November 2014,ACML 2014 Proceedings,6th Asian Conference on Machine Learning ,"Nha Trang city, Vietnam ","Dinh Phung, Hang Li",v39_kimura14,http://jmlr.csail.mit.edu/proceedings/papers/v39/kimura14.html,"Nonnegative Matrix Factorization (NMF) is a popular technique in a variety of fields due to its component-based representation with physical interpretablity. NMF finds a nonnegative hidden structures as oblique bases and coefficients. Recently, Orthogonal NMF (ONMF), imposing an orthogonal constraint into NMF, has been gathering a great deal of attention. ONMF is more appropriate for the clustering task because the resultant constrained matrix consisting of the coefficients can be considered as an indicator matrix. All traditional ONMF algorithms are based on multiplicative update rules or project gradient descent method. However, these algorithms are slow in convergence compared with the state-of-the-art algorithms used for regular NMF. This is because they update a matrix in each iteration step. In this paper, therefore, we propose to update the current matrix column-wisely using Hierarchical Alternating Least Squares algorithm (HALS) that is typically used for NMF. The orthogonality and nonnegativity constraints are both utilized efficiently in the column-wise update procedure. Through theoretical analysis and experiments on six real-life datasets, it was shown that the proposed algorithm converges faster than the other conventional ONMF algorithms due to a smaller number of iterations, although the theoretical complexity is the same. It was also shown that the orthogonality is also attained in an earlier stage."
1507,37,http://jmlr.csail.mit.edu/proceedings/papers/v37/,Intersecting Faces: Non-negative Matrix Factorization With New Guarantees,"Rong Ge, James Zou",none,http://jmlr.csail.mit.edu/proceedings/papers/v37/geb15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v37/,http://jmlr.csail.mit.edu/proceedings/papers/v37/geb15-supp.pdf,1st June 2015,"Jul 6, 2015 - Jul 11, 2015 ",ICML 2015 Proceedings,International Conference on Machine Learning 2015,"Lille, France","Francis Bach, David Blei",v37_geb15,http://jmlr.csail.mit.edu/proceedings/papers/v37/geb15.html,"Non-negative matrix factorization (NMF) is a natural model of admixture and is widely used in science and engineering. A plethora of algorithms have been developed to tackle NMF, but due to the non-convex nature of the problem, there is little guarantee on how well these methods work. Recently a surge of research have focused on a very restricted class of NMFs, called separable NMF, where provably correct algorithms have been developed. In this paper, we propose the notion of subset-separable NMF, which substantially generalizes the property of separability. We show that subset-separability is a natural necessary condition for the factorization to be unique or to have minimum volume. We developed the Face-Intersect algorithm which provably and efficiently solves subset-separable NMF under natural conditions, and we prove that our algorithm is robust to small noise. We explored the performance of Face-Intersect on simulations and discuss settings where it empirically outperformed the state-of-art methods. Our work is a step towards finding provably correct algorithms that solve large classes of NMF problems."
1508,15,http://jmlr.csail.mit.edu/proceedings/papers/v15/,Statistical Optimization of Non-Negative Matrix Factorization,"Anoop Korattikara Balan, Levi Boyles, Max Welling, Jingu Kim, Haesun Park","15:128-136, 2011.",http://jmlr.csail.mit.edu/proceedings/papers/v15/balan11a/balan11a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v15/,,14th June 2011,"April 11-13, 2011",AISTATS 2011 Proceedings,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics,"Fort Lauderdale, FL, USA","Geoffrey Gordon, David Dunson, and Miroslav DudÕ_k",v15_balan11a,http://jmlr.csail.mit.edu/proceedings/papers/v15/balan11a.html,Non-Negative Matrix Factorization (NMF) is a dimensionality reduction method that has been shown to be very useful for a variety of tasks in machine learning and data mining. One of the fastest algorithms for NMF is the Block Principal Pivoting method (BPP) which follows a block coordinate descent approach. The optimization in each iteration involves solving a large number of expensive least squares problems. Taking the view that the design matrix was generated by a stochastic process and using the asymptotic normality of the least squares estimator we propose a method for improving the performance of BPP. Our method starts with a small subset of the columns and rows of the original matrix and uses frequentist hypothesis tests to adaptively increase the size of the problem. This achieves two objectives: 1) during the initial phase of the algorithm we solve far fewer much smaller sized least squares problems and 2) all hypothesis tests failing while using all the data represents a principled automatic stopping criterion. Our experiments on three real world datasets show that our algorithm significantly improves the performance of the original BPP algorithm.
1509,33,http://jmlr.csail.mit.edu/proceedings/papers/v33/,Linear-time training of nonlinear low-dimensional embeddings,"Max Vladymyrov, Miguel Carreira-Perpinan","JMLR W&CP 33 :968-977, 2014",http://jmlr.csail.mit.edu/proceedings/papers/v33/vladymyrov14.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v33/,http://jmlr.csail.mit.edu/proceedings/papers/v33/vladymyrov14-supp.tgz,2nd of April 2014,"April 22 - April 25, 2014",AISTATS 2014 Proceedings,Seventeenth International Conference on  Artificial Intelligence and Statistics,"Reykjavik, Iceland","Samuel Kaski, Jukka Corander",v33_vladymyrov14,http://jmlr.csail.mit.edu/proceedings/papers/v33/vladymyrov14.html,"Nonlinear embeddings such as stochastic neighbor embedding or the elastic embedding achieve better results than spectral methods but require an expensive, nonconvex optimization, where the objective function and gradient are quadratic on the sample size. We address this bottleneck by formulating the optimization as an \(N\) -body problem and using fast multipole methods (FMMs) to approximate the gradient in linear time. We study the effect, in theory and experiment, of approximating gradients in the optimization and show that the expected error is related to the mean curvature of the objective function, and that gradually increasing the accuracy level in the FMM over iterations leads to a faster training. When combined with standard optimizers, such as gradient descent or L-BFGS, the resulting algorithm beats the \(\mathcal{O}(N \log N)\) Barnes-Hut method and achieves reasonable embeddings for one million points in around three hoursê runtime."
1510,43,http://jmlr.csail.mit.edu/proceedings/papers/v43/,Iterative Embedding with Robust Correction using Feedback of Error Observed,"Praneeth Vepakomma, Ahmed Elgammal",none,http://jmlr.csail.mit.edu/proceedings/papers/v43/vepakomma15.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v43/,,18th June 2015,"Jul 11, 2015 - Jul 11, 2015",MLIS 2015 Proceedings, ICML Workshop on Machine Learning for Interactive Systems ,"Lille, France","Heriberto CuayÕçhuitl, Nina Dethlefs, Lutz Frommberger, Martijn Van Otterlo, Olivier Pietquin",v43_vepakomma15,http://jmlr.csail.mit.edu/proceedings/papers/v43/vepakomma15.html,"Nonlinear dimensionality reduction techniques of today are highly sensitive to outliers. Almost all of them are spectral methods and differ from each other over their treatment of the notion of neighborhood similarities computed amongst the high-dimensional input data points. These techniques aim to preserve the notion of this similarity structure in the low-dimensional output. The presence of unwanted outliers in the data directly influences the preservation of these neighborhood similarities amongst the majority of the non-outlier data, as these points ocuring in majority need to simultaneously satisfy their neighborhood similarities they form with the outliers while also satisfying the similarity structure they form with the non-outlier data. This issue disrupts the intrinsic structure of the manifold on which the majority of the non-outlier data lies when preserved via a homeomorphism on a low-dimensional manifold. In this paper we come up with an iterative algorithm that analytically solves for a non-linear embedding with mono- tonic improvements after each iteration. As an application of this iterative manifold learning algorithm, we come up with a framework that decomposes the pair-wise error observed between all pairs of points and update the neighborhood similarity matrix dynamically to downplay the effect of the outliers, over the majority of the non-outlier data being embedded into a lower dimension."
1511,2,http://jmlr.csail.mit.edu/proceedings/papers/v2/,Nonlinear Dimensionality Reduction as Information Retrieval,"Jarkko Venna, Samuel Kaski","2:572-579, 2007.",http://jmlr.csail.mit.edu/proceedings/papers/v2/venna07a/venna07a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v2/,,27th October 2007,"March 21-24, 2007",AISTATS 2007 Proceedings,Proceedings of the Eleventh International Conference on Artificial Intelligence and Statistics,"San Juan, Puerto Rico",Marina Meila and Xiaotong Shen,v2_venna07a,http://jmlr.csail.mit.edu/proceedings/papers/v2/venna07a.html,Nonlinear dimensionality reduction has so far been treated either as a data representation problem or as a search for a lowerdimensional manifold embedded in the data space. A main application for both is in information visualization to make visible the neighborhood or proximity relationships in the data but neither approach has been designed to optimize this task. We give such visualization a new conceptualization as an information retrieval problem; a projection is good if neighbors of data points can be retrieved well based on the visualized projected points. This makes it possible to rigorously quantify goodness in terms of precision and recall. A method is introduced to optimize retrieval quality; it turns out to be an extension of Stochastic Neighbor Embedding one of the earlier nonlinear projection methods for which we give a new interpretation: it optimizes recall. The new method is shown empirically to outperform existing dimensionality reduction methods.
1512,38,http://jmlr.csail.mit.edu/proceedings/papers/v38/,Majorization-Minimization for Manifold Embedding,"Zhirong Yang, Jaakko Peltonen, Samuel Kaski",none,http://jmlr.csail.mit.edu/proceedings/papers/v38/yang15a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v38/,http://jmlr.csail.mit.edu/proceedings/papers/v38/yang15a-supp.pdf,21st February 2015,"May 9 - 12, 2015",AISTATS 2015 Proceedings,The 18th International Conference on  Artificial Intelligence and Statistics,"San Diego, California, USA","Guy Lebanon, S.V.N. Vishwanathan",v38_yang15a,http://jmlr.csail.mit.edu/proceedings/papers/v38/yang15a.html,"Nonlinear dimensionality reduction by manifold embedding has become a popular and powerful approach both for visualization and as preprocessing for predictive tasks, but more efficient optimization algorithms are still crucially needed. Majorization-Minimization (MM) is a promising approach that monotonically decreases the cost function, but it remains unknown how to tightly majorize the manifold embedding objective functions such that the resulting MM algorithms are efficient and robust. We propose a new MM procedure that yields fast MM algorithms for a wide variety of manifold embedding problems. In our majorization step, two parts of the cost function are respectively upper bounded by quadratic and Lipschitz surrogates, and the resulting upper bound can be minimized in closed form. For cost functions amenable to such QL-majorization, the MM yields monotonic improvement and is efficient: in experiments the newly developed MM algorithms outperform five state-of-the-art optimization approaches in manifold embedding tasks."
1513,4,http://jmlr.csail.mit.edu/proceedings/papers/v4/,Quality assessment of nonlinear dimensionality reduction based on K-ary neighborhoods,"John Lee, Michel Verleysen","4:21-35, 2008.",http://jmlr.csail.mit.edu/proceedings/papers/v4/lee08a/lee08a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v4/,,11th September 2008,"September 15, 2008,",New Challenges for Feature Selection in Data Mining and Knowledge Discovery,New challenges for feature selection in data mining and knowledge discovery,"Antwerp, Belgium","Yvan Saeys, Huan Liu, IÕ±aki Inza, Louis Wehenkel and Yves Van de Peer",v4_lee08a,http://jmlr.csail.mit.edu/proceedings/papers/v4/lee08a.html,Nonlinear dimensionality reduction aims at providing low-dimensional representions of high-dimensional data sets. Many new methods have been recently proposed but the question of their assessment and comparison remains open. This paper reviews some of the existing quality measures that are based on distance ranking and K-ary neighborhoods. In this context the comparison of the ranks in the high- and low-dimensional spaces leads to the definition of the co-ranking matrix. Rank errors and concepts such as neighborhood intrusions and extrusions can be associated with different blocks of the co-ranking matrix. The considered quality criteria are then cast within this unifying framework and the blocks they involve are identified. The same framework allows us to propose simpler criteria which quantify two aspects of the embedding namely its overall quality and its tendency to favor either intrusions or extrusions. Eventually a simple experiment illustrates the soundness of the approach.
1514,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,A General Iterative Shrinkage and Thresholding Algorithm for Non-convex Regularized Optimization Problems,"Pinghua Gong, Changshui Zhang, Zhaosong Lu, Jianhua Huang, Jieping Ye",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/gong13a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_gong13a,http://jmlr.csail.mit.edu/proceedings/papers/v28/gong13a.html,"Non-convex sparsity-inducing penalties have recently received considerable attentions in sparse learning. Recent theoretical investigations have demonstrated their superiority over the convex counterparts in several sparse learning settings. However, solving the non-convex optimization problems associated with non-convex penalties remains a big challenge. A commonly used approach is the Multi-Stage (MS) convex relaxation (or DC programming), which relaxes the original non-convex problem to a sequence of convex problems. This approach is usually not very practical for large-scale problems because its computational cost is a multiple of solving a single convex problem. In this paper, we propose a General Iterative Shrinkage and Thresholding (GIST) algorithm to solve the nonconvex optimization problem for a large class of non-convex penalties. The GIST algorithm iteratively solves a proximal operator problem, which in turn has a closed-form solution for many commonly used penalties. At each outer iteration of the algorithm, we use a line search initialized by the Barzilai-Borwein (BB) rule that allows finding an appropriate step size quickly. The paper also presents a detailed convergence analysis of the GIST algorithm. The efficiency of the proposed algorithm is demonstrated by extensive experiments on large-scale data sets."
1515,31,http://jmlr.csail.mit.edu/proceedings/papers/v31/,High-dimensional Inference via Lipschitz Sparsity-Yielding Regularizers,"Zheng Pan, Changshui Zhang",none,http://jmlr.csail.mit.edu/proceedings/papers/v31/pan13a.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v31/,http://jmlr.csail.mit.edu/proceedings/papers/v31/pan13a-supp.pdf,29th April 2013,"April 29 - May 1, 2013",AISTATS 2013 Proceedings,"Sixteenth International Conference on Artificial Intelligence and Statistics","Scottsdale, AZ, USA","Carvalho, Carlos M. and Ravikumar, Pradeep",v31_pan13a,http://jmlr.csail.mit.edu/proceedings/papers/v31/pan13a.html,"Non-convex regularizers are more and more applied to high-dimensional inference with sparsity prior knowledge. In general, the non-convex regularizer is superior to the convex ones in inference but it suffers the difficulties brought by local optimums and massive computation. A ""good"" regularizer should perform well in both inference and optimization. In this paper, we prove that some non-convex regularizers can be such ""good"" regularizers. They are a family of sparsity-yielding penalties with proper Lipschitz subgradients. These regularizers keep the superiority of non-convex regularizers in inference. Their estimation conditions based on sparse eigenvalues are weaker than the convex regularizers. Meanwhile, if properly tuned, they behave like convex regularizers since standard proximal methods guarantee to give stationary solutions. These stationary solutions, if sparse enough, are identical to the global solutions. If the solution sequence provided by proximal methods is along a sparse path, the convergence rate to the global optimum is on the order of \(1/k\) where \(k\) is the number of iterations."
1516,28,http://jmlr.csail.mit.edu/proceedings/papers/v28/,Modeling Information Propagation with Survival Theory,"Manuel Gomez-Rodriguez, Jure Leskovec, Bernhard Schlkopf",none,http://jmlr.csail.mit.edu/proceedings/papers/v28/gomez-rodriguez13.pdf,http://jmlr.csail.mit.edu/proceedings/papers/v28/,,15th February 2013,"June 17 _ June 19, 2013.",ICML 2013 Proceedings,30th International Conference on Machine Learning ,"Atlanta, USA",Sanjoy Dasgupta and David McAllester,v28_gomez-rodriguez13,http://jmlr.csail.mit.edu/proceedings/papers/v28/gomez-rodriguez13.html,"Networks provide a •skeletonê for the spread of contagions, like, information, ideas, behaviors and diseases. Many times networks over which contagions diffuse are unobserved and need to be inferred. Here we apply survival theory to develop general additive and multiplicative risk models under which the network inference problems can be solved efficiently by exploiting their convexity. Our additive risk model generalizes several existing network inference models. We show all these models are particular cases of our more general model. Our multiplicative model allows for modeling scenarios in which a node can either increase or decrease the risk of activation of another node, in contrast with previous approaches, which consider only positive risk increments. We evaluate the performance of our network inference algorithms on large synthetic and real cascade datasets, and show that our models are able to predict the length and duration of cascades in real data."
